Nama Barang;Satuan;Harga
Plastik Sampah 90 x 120 merk Centong;Pak;16000
Plastik Sampah 90 x 120 Merk UP;Pak;17000
Plastik Wraping Bening L. 50 Cm P. 125 M T. 17 Mic;Roll;45000
Plastik Wraping Bening L. 50 Cm P. 250 M T. 17 Mic;Roll;90000
Plastik Wraping Bening L. 50 Cm P. 300 M T. 17 Mic;Roll;108000
Plastik Wraping Hitam L. 50 Cm P. 125 M x 20 Mic;Roll;56000
Plastik Wraping Hitam L. 50 Cm P. 300 M x 20 Mic;Roll;155000
Porstek Botol 1000 Ml Yuri;Pcs;22500
Pos It 654 (Warna) @ 4 Merk Pronto;Set;30000
Pos It 657 Merk Pronto ;Pad;11000
Post It (Warna) @4 MMS-2 Merk Joyko;Pad;7500
Post It 653 (Pink) Pronto;Pad;4500
Post It 653 (Warna) @ 5 Merk Pronto;Set;23000
Post It 653 Kuning Merk 3M;Pad;5000
Post It 653 Kuning Merk Pronto;Pad;3500
Post It 653-AN Warna Merk 3M;Pak;65000
Post It 654 (Warna) @ 5 Merk Pronto;Set;30000
Post It 654 (Warna) @5 MMS-1 Merk Joyko;Set;18000
Post It 654 Kuning Merk 3M;Pad;10500
Post It 654 Kuning Merk Pronto;Pad;7000
Post It 654 Kuning MMS-654P Merk Joyko;Pad;5500
Post It 654-5PK / 654-5AN Warna @ 5 - 3M;Set;62000
Post It 654-5SSNE Warna @5 - 3M;Set;62000
Post It 655 Kuning Merk 3M;Pad;17500
Post It 655 Kuning Merk Pronto;Pad;11000
Post It 656 Kuning Merk 3M;Pad;9500
Post It 656 Kuning Merk Pronto;Pad;6000
Post It 657 Kuning Merk 3M;Pad;17000
Post It IM 30 - Joyko (Plastik);Pad;5500
Post It IM 31 - Joyko (Plastik, Panah);Pad;5500
Post It IM 32 - Joyko (kertas);Pad;5500
Post It IM 33 - Joyko (kertas, Panah);Pad;5500
Post It IM 45 - Joyko;Pad;5500
Post It Mark & Notes 670-5AN/670-5ASST Merk 3M;Pak;38000
Post It Mark & Notes Merk Pronto;Pak;10500
Post It MMS-11 Merk Joyko;Pad;7000
Post It Sign Here 680-9 Kuning - 3M;Pad;21000
Post It Sign Here IM 35 - Joyko;Pad;7000
Post It Sign Here IM 37 - Joyko;Pad;13000
Post It Sign Here IM 42 Merk Joyko;Pad;9500
Post It Sign Here Merk Pronto;Pad;17000
PP. Pocket A4 @ 20 ( 5220 ) Bambi;Pack;21500
PP. Pocket A4 @10 Lmb Merk Inter X;Pack;6000
PP. Pocket A4 @50 Lmb Merk Daiichi;Pack;42500
PP. Pocket F4 @ 20 ( 5221 )  Bambi;Pack;24500
PP. Pocket F4 @10 Lmb Merk Inter X;Pack;7000
PP. Pocket F4 @50 Lmb Merk Daiichi;Pack;42500
Punch No. 30 Merk Joyko;Pcs;12500
Punch No. 30 Merk Kenko;Pcs;12500
Punch No. 40 Merk Joyko;Pcs;24000
Punch No. 40 Merk Kenko;Pcs;24000
Punch No. 85 Merk Joyko;Pcs;47500
Punch No. 85 Merk Kenko;Pcs;47500
Punch No. 85XL Merk Kenko;Pcs;52000
Push Pin Merk Joyko / Kenko;Set;3500
Rautan 102 Greebel;Pcs;2500
Rautan 2 Lubang B-24 Joyko;Pcs;4000
Rautan Pensil B-23 Merk Joyko;Pcs;2500
Rautan Putar A-5 Merk Kenko;Pcs;70000
Rautan Putar A-5A/ A-5L Merk Joyko;Pcs;70000
Reffil Ballpoint Gel GPR 200/ 203 Biru - Joyko;Pcs;1500
Reffil Ballpoint Gel GPR 200/ 203 Hitam - Joyko;Pcs;1500
Reffil Ballpoint Gel GPR 263 Hitam - Joyko;Pcs;1500
Reffil Ballpoint Gel GPR 267 Hitam - Joyko;Pcs;1500
Reffil Ballpoint Zebra Sarasa 0,5 (Biru);Pcs;12500
Reffil Ballpoint Zebra Sarasa 0,5 (Hitam);Pcs;12500
Reffil Ballpoint Zebra Sarasa 0,5 (Merah);Pcs;12500
Reffil Ballpoint Zebra Sarasa 0,7 (Biru);Pcs;12500
Reffil Ballpoint Zebra Sarasa 0,7 (Hitam);Pcs;12500
Reffil Ballpoint Zebra Sarasa 0,7 (Merah);Pcs;12500
Reffil Ballpoint Zebra Sarasa 1,0 (Biru);Pcs;12500
Reffil Ballpoint Zebra Sarasa 1,0 (Hitam);Pcs;12500
Reffil Glade Matic 225 ml;Pcs;37500
Reffil Hand Soap 250 Ml - Nuvo;Pcs;13500
Reffil Lobby Duster 60 Cm;Pcs;36000
Reffil Minyak Sunco 2 Liter;Pcs;39500
Reffil Mr Muscle Gel Toilet 36 Ml;Pcs;24000
Reffil Pembersih Kaca 425 / 400 Ml - Cling;Pcs;5000
Reffil Pita Printer #7755 / #8758 Fullmark;Pcs;18000
Reffil Rinso Cair 750/ 700 Ml;Pcs;26500
Reffil Soklin Lantai 770 Ml;Pcs;14500
Reffil Spidol Artline 500 W/B Hijau ESK-50;Pcs;19500
Reffil Spidol Artline 500 W/B Hitam ESK-50;Pcs;19500
Reffil Spidol Artline 500 W/B Merah ESK-50;Pcs;19500
Reffil Spidol Artline 70 Biru ESK-20;Pcs;18500
Reffil Spidol Artline 70 Hijau ESK-20;Pcs;18500
Reffil Spidol Artline 70 Hitam ESK-20;Pcs;18500
Reffil Spidol Artline 70 Merah ESK-20;Pcs;18500
Reffil Staples 1006 J Merk Etona;Box;20000
Reffil Staples 13/8 Etona;Box;25000
Reffil Staples 23/8 Merk Etona;Box;7800
Reffil Staples No. 23/20 Merk Etona;Box;42000
Reffil Staples No. 23/24 Merk Etona;Box;50000
Reffil Staples No. 3 Merk Kenko;Box;1850
Reffil Tip Ex Kertas WH-645R-3P Merk Plus;Pcs;23500
Reffill Balpoint KE-SERIES/ Easy Gell (Biru) Kenko;Pcs;1500
Reffill Balpoint KE-SERIES/ Easy Gell (Hitam) Kenko;Pcs;1500
Refill (isi) AE7 Biru - Standard;Pcs;1000
Refill (isi) AE7 Hitam - Standard;Pcs;1000
Refill (isi) V5 (Biru) - Snowman;Pcs;850
Refill (isi) V5 (Hitam) - Snowman;Pcs;850
Refill (isi) V5 (Merah) - Snowman;Pcs;850
Refill Ballpoint Snowman V1 Biru (Extra Fine);Pcs;850
Refill Ballpoint Snowman V1 Hitam (Extra Fine);Pcs;850
Refill Ballpoint Snowman V1 Merah (Extra Fine);Pcs;850
Refill Cutter A100 Merk Joyko;Tube;2300
Refill Cutter A100 Merk Kenko;Tube;2750
Refill Cutter A100 Merk SDI;Tube;2600
Refill Cutter L150 Merk Joyko;Tube;4250
Refill Cutter L150 Merk Kenko;Tube;5500
Refill Cutter L150 Merk SDI;Tube;5000
Refill Dahlia 225 ml;Pcs;37500
Refill Gun Tacker 1008S (13/8) Merk Joyko;Box;4500
Refill Gun Tacker T3-10MB - Max;Box;16000
Refill K-1 (Biru) - Kenko;Pcs;2500
Refill K-1 (Hitam) - Kenko;Pcs;2500
Refill Karbol 750/ 700 ml Merk SOS;Pcs;14500
Refill Mama Lemon 1500 Ml;Pcs;30000
Refill Mama Lemon 780 / 680 Ml;Pcs;13500
Refill Max Creamer 500 Gr;Pak;43500
Refill Mr Muscle 400 / 440 ml;Pcs;4500
Refill Pembersih Lantai 700 ml Merk SOS;Pcs;14500
Refill Pembersih Lantai Sereh 675/700 ml Merk SOS;Pcs;14500
Refill Pensil Mekanik 0,5 2B - Pilot;Tube;3000
Refill Pensil Mekanik 0,5 2B Merk Joyko;Tube;1500
Refill Pensil Mekanik 0,5 2B Merk Kenko;Tube;3000
Refill Pita Printer #7755 - Epson Original;Pcs;48500
Refill Pita Printer #7755 (15mtr) - Eprint Long;Pcs;10000
Refill Pita Printer #8758 - Epson Original;Pcs;40000
Refill Pita Printer #8758 (10mtr) - Eprint;Pcs;10000
Refill Pita Printer #8758 (15mtr) - Eprint Long;Pcs;10000
Refill Pita Printer #8758 (15mtr) - Eprint Long;Pcs;10000
Refill Pita Printer LQ 2180 (30mtr) - Eprint Non Long;Pcs;22000
Refill Pita Printer LQ 2180 (50mtr) - Eprint Long;Pcs;30000
Refill Pita Printer LQ 2180 Fullmark;Pcs;44000
Refill Pita Printer LQ2170/ 2180 (SO10074) - Epson Original;Pcs;75000
Refill Pita Printer LQ2170/ 2180 Printech;Pcs;18000
Refill Pledge 400 ml (Perawatan furniture);Pcs;23500
Refill Price Labelier LB-2RL (MX 5500) @ 10 joyko;Slop;20000
Refill Price Labelier LB-P2LN (2 Line) - Joyko;Slop;29500
Refill Spidol Permanent (Biru) Snowman;Pcs;9000
Refill Spidol Permanent (Hijau) Snowman;Pcs;9000
Refill Spidol Permanent (Hitam) Snowman;Pcs;9000
Refill Spidol Permanent (Merah) Snowman;Pcs;9000
Refill Spidol Whiteboard (Biru) Snowman;Pcs;14000
Refill Spidol Whiteboard (Hijau) Snowman;Pcs;14000
Refill Spidol Whiteboard (Hitam) Snowman;Pcs;14000
Refill Spidol Whiteboard (Merah) Snowman;Pcs;14000
Refill Spin Mop BM50 - Lion Star;Pcs;29000
Refill Staples 1200 No. 10 Merk SDI;Box;1550
Refill Staples No. 10 Merk Etona;Box;1400
Refill Staples No. 10 Merk Joyko;Box;1000
Refill Staples No. 10 Merk Kangaro;Box;1700
Refill Staples No. 10 Merk Kenko;Box;1275
Refill Staples No. 10 Merk Max;Box;2950
Refill Staples No. 23/10 (1210) Merk Max;Box;20500
Refill Staples No. 23/10 Merk Etona;Box;13000
Refill Staples No. 23/13 (1213) Merk Max;Box;21000
Refill Staples No. 23/13 Merk Etona;Box;17000
Refill Staples No. 23/15 Merk Etona;Box;19000
Refill Staples No. 23/6 Merk Etona;Box;5000
Refill Staples No. 3 (24/6) Merk Kangaro;Box;3600
Refill Staples No. 3 (24/6) Merk Max;Box;5300
Refill Staples No. 3 Merk Etona;Box;3400
Refill Staples No. 3 Merk Joyko;Box;1600
Refill Stella 160 ml Apple;Pcs;37500
Refill Stella 160 ml Balinese Jasmine;Pcs;37500
Refill Stella 160 ml Coffee;Pcs;37500
Refill Stella 160 ml Green Fantasy;Pcs;37500
Refill Stella 160 ml Japanese Sakura;Pcs;37500
Refill Stella 160 ml Lemon;Pcs;37500
Refill Stella 160 ml Orange;Pcs;37500
Refill Stella 160 ml Secret Lavender;Pcs;37500
Refill Stella 160 ml Wild Flower;Pcs;37500
Refill Sunlight 1500 Ml;Pcs;28000
Refill Sunlight 610 G;Pcs;14500
Refill Super Pell 770 ml;Pcs;16000
Refill Wipol  720 / 750 g;Pcs;20750
Refill Yuri Handsoap 375 ml;Pcs;22500
Remover 1164 Merk SDI;Pcs;9500
Remover Bantex BD6502;Pcs;9500
Remover RZ A Merk Max;Pcs;38000
Remover SR 100 Merk Kangaro;Pcs;19000
Remover SR 35 Merk Kangaro;Pcs;9500
Remover SR 52 Merk Joyko;Pcs;17500
Remover SR-51 Merk Joyko;Pcs;6000
Rinso Anti Noda 770 gr;Pcs;30500
Sabun Cuci Piring 18 L - Choice L;Drigen;210000
Sabun Ekonomi (E 500 K);Pcs;2200
Sabun Ekonomi (E 900 K);Pcs;5500
Sabun Ekonomi 1850 Gr;Pcs;26000
Sabun Ekonomi 2850 Gr;Pcs;48000
Sabun Lifeboy Mild Care 90/ 100 Gr;Pcs;6500
Sampul Coklat Gulung Besar @50lbr;Gulung;62000
Saos Sambal ABC 335 Ml;Pcs;22500
Sapu Ijuk Besar SP120 - Dragon;Pcs;25500
Sapu Lidi Gagang (Biasa);Pcs;8500
Sapu Nilon NGT 0717 Merk Nagata;Pcs;28500
Sapu Plafon NGT 317A Merk Nagata;Pcs;65000
Sarung Tangan 8 Benang;Pak;55000
Sarung Tangan Latex Remedi;Pak;58000
Seal Tape Onda;Pcs;5500
Sendok Stainles @6 Doll;Pak;47500
Sikat Bebek WC Orlando SK353 - Dragon;Pcs;9000
Sikat Gagang Panjang  D 938 - Dragon;Pcs;25000
Sikat Lantai Gagang Panjang NGT 833 - Nagata;Pcs;42000
Sikat WC + tempat 101 Merk Lion Star;Pcs;27000
Sikat WC BO-41 No. 131 Merk Lion Star;Pcs;10000
Smart Pocket (document bag opaque) F4 DBX 700F - Inter X;Pcs;5000
Spidol Artline 100 (Biru);Pcs;23000
Spidol Artline 100 (Hijau);Pcs;23000
Spidol Artline 100 (Hitam);Pcs;23000
Spidol Artline 100 (Merah);Pcs;23000
Spidol Artline 107R Permanent (Hitam);Pcs;5000
Spidol Artline 107R Permanent (Merah);Pcs;5000
Spidol Artline 500 Whiteboard (Biru);Pcs;9400
Spidol Artline 500 Whiteboard (Hijau);Pcs;9400
Spidol Artline 500 Whiteboard (Hitam);Pcs;9400
Spidol Artline 500 Whiteboard (Merah);Pcs;9400
Spidol Artline 70 Permanent (Biru);Pcs;8200
Spidol Artline 70 Permanent (Hijau);Pcs;8200
Spidol Artline 70 Permanent (Hitam);Pcs;8200
Spidol Artline 70 Permanent (Kuning);Pcs;8200
Spidol Artline 70 Permanent (Merah);Pcs;8200
Spidol Artline 700 (Biru);Pcs;11000
Spidol Artline 700 (Hijau);Pcs;11000
Spidol Artline 700 (Hitam);Pcs;11000
Spidol Artline 700 (Merah);Pcs;11000
Spidol OPF Seri F (Biru) Snowman;Pcs;7000
Spidol OPF Seri F (Hijau) Snowman;Pcs;7000
Spidol OPF Seri F (Hitam) Snowman;Pcs;7000
Spidol OPF Seri F (Merah) Snowman;Pcs;7000
Spidol OPM Seri M (Biru) Snowman;Pcs;7000
Spidol OPM Seri M (Hijau) Snowman;Pcs;7000
Spidol OPM Seri M (Hitam) Snowman;Pcs;7000
Spidol OPM Seri M (Merah) Snowman;Pcs;7000
Spidol Paint Marker (Biru)  Zebra;Pcs;20500
Spidol Paint Marker (Hijau)  Zebra;Pcs;20500
Spidol Paint Marker (Hitam) Zebra;Pcs;20500
Spidol Paint Marker (Kuning)  Zebra;Pcs;20500
Spidol Paint Marker (Merah)  Zebra;Pcs;20500
Spidol Paint Marker (Pink) Zebra;Pcs;20500
Spidol Paint Marker (Putih)  Zebra;Pcs;20500
Spidol Paint Marker (Silver)  Zebra;Pcs;20500
Spidol Paint Marker Kecil No. EFCP (Hitam) Snowman;Pcs;12250
Spidol Paint Marker Kecil No. EFGP (Gold) Snowman;Pcs;12250
Spidol Paint Marker Kecil No. EFSP (Silver) Snowman;Pcs;12250
Spidol Paint Marker Kecil No. EFWP (Putih) Snowman;Pcs;12250
Spidol Paint Marker Kecil No. FGP (Gold) Snowman;Pcs;12250
Spidol Paint Marker Kecil No. FSP (Silver) Snowman;Pcs;12250
Spidol Paint Marker Kecil No. FWP (Putih) Snowman;Pcs;12250
Spidol Paint Marker No. CP (Biru) Snowman;Pcs;12250
Spidol Paint Marker No. CP (Coklat) Snowman;Pcs;12250
Spidol Paint Marker No. CP (Hijau) Snowman;Pcs;12250
Spidol Paint Marker No. CP (Hitam) Snowman;Pcs;12250
Spidol Paint Marker No. CP (Kuning) Snowman;Pcs;12250
Spidol Paint Marker No. CP (Merah) Snowman;Pcs;12250
Spidol Paint Marker No. CP (Orange) Snowman;Pcs;12250
Spidol Paint Marker No. CP (Pink) Snowman;Pcs;12250
Spidol Paint Marker No. CP (Ungu) Snowman;Pcs;12250
Spidol Paint Marker No. GP (Gold) Snowman;Pcs;12250
Spidol Paint Marker No. SP (Silver) Snowman;Pcs;12250
Spidol Paint Marker No. WP (Putih) Snowman;Pcs;12250
Spidol Permanent (Biru) Snowman AG12;Pcs;4500
Spidol Permanent (Biru) Snowman G12;Pcs;5700
Spidol Permanent (Hijau) Snowman AG12;Pcs;4500
Spidol Permanent (Hijau) Snowman G12;Pcs;5700
Spidol Permanent (Hitam) Snowman AG12;Pcs;4500
Spidol Permanent (Hitam) Snowman G12;Pcs;5700
Spidol Permanent (Merah) Snowman AG12;Pcs;4500
Spidol Permanent (Merah) Snowman G12;Pcs;5700
Spidol Permanent Jumbo 500 (Biru) Snowman;Pcs;15500
Spidol Permanent Jumbo 500 (Hijau) Snowman;Pcs;15500
Spidol Permanent Jumbo 500 (Hitam) Snowman;Pcs;15500
Spidol Permanent Jumbo 500 (Merah) Snowman;Pcs;15500
Spidol Snowman Kecil (Biru);Pcs;1200
Spidol Snowman Kecil (Hijau);Pcs;1200
Spidol Snowman Kecil (Hitam);Pcs;1200
Spidol Snowman Kecil (Kuning);Pcs;1200
Spidol Snowman Kecil (Merah);Pcs;1200
Spidol Snowman Kecil 12 Warna;Set;14400
Spidol Whiteboard (Biru) Snowman ABG12;Pcs;5500
Spidol Whiteboard (Biru) Snowman BG12;Pcs;6700
Spidol Whiteboard (Hijau) Snowman ABG12;Pcs;5500
Spidol Whiteboard (Hijau) Snowman BG12;Pcs;6700
Spidol Whiteboard (Hitam) Snowman ABG12;Pcs;5500
Spidol Whiteboard (Hitam) Snowman BG12;Pcs;6700
Spidol Whiteboard (Merah) Snowman ABG12;Pcs;5500
Spidol Whiteboard (Merah) Snowman BG12;Pcs;6700
Spidol Whiteboard Jumbo 850 (Biru) Snowman;Pcs;15500
Spidol Whiteboard Jumbo 850 (Hitam) Snowman;Pcs;15500
Spidol Whiteboard Jumbo 850 (Merah) Snowman;Pcs;15500
Spin Mop BM-45 Livina Merk Lion Star;Pcs;195000
Spon Busa ID-T36N Basic Scoth Brite 3M;Pcs;3500
Spon Busa LAM-Std/1-29 / ID-30 - Scotch Brite 3M;Pcs;6000
Spon Sabut Jaring ID-T60 Merk Scoth Brite 3M;Pcs;5000
Spon Stainless ID-T57N Basic Merk Scoth Brite 3M;Pcs;5500
Spring File (Biru) Merk Inter X;Pcs;6500
Spring File (Hijau) Merk Inter X;Pcs;6500
Spring File (Hitam) Merk Inter X;Pcs;6500
Spring File (Kuning) Merk Inter X;Pcs;6500
Spring File (Merah) Merk Inter X;Pcs;6500
Spring File (Orange) Merk Inter X;Pcs;6500
Stabilo Bantex 3501 / 3511 Biru;Pcs;8595
Stabilo Bantex 3501 / 3511 Hijau;Pcs;8595
Stabilo Bantex 3501 / 3511 Kuning;Pcs;8595
Stabilo Bantex 3501 / 3511 Orange;Pcs;8595
Stabilo Bantex 3501 / 3511 Pink;Pcs;8595
Stabilo Bantex 3501 / 3511 Ungu;Pcs;8595
Stabilo Boss Swing (Biru);Pcs;9500
Stabilo Boss Swing (Hijau);Pcs;9500
Stabilo Boss Swing (Kuning);Pcs;9500
Stabilo Boss Swing (Merah);Pcs;9500
Stabilo Boss Swing (Orange);Pcs;9500
Stabilo Boss Swing (Pink);Pcs;9500
Stabilo Boss Swing (Ungu);Pcs;9500
Stabilo Hijau Merk Boss;Pcs;10000
Stabilo HL-1 (Kuning) Merk Joyko;Pcs;4000
Stabilo HL-10 (Biru Pastel) Merk Joyko;Pcs;4000
Stabilo HL-11 (Hijau Pastel) Merk Joyko;Pcs;4000
Stabilo HL-2 (Hijau) Merk Joyko;Pcs;4000
Stabilo HL-3 (Biru) Merk Joyko;Pcs;4000
Stabilo HL-4 (Pink) Merk Joyko;Pcs;4000
Stabilo HL-5 (Orange) Merk Joyko;Pcs;4000
Stabilo HL-6 (Kuning Pastel) Merk Joyko;Pcs;4000
Stabilo HL-7 (Pink Pastel) Merk Joyko;Pcs;4000
Stabilo HL-8 (Orange Pastel) Merk Joyko;Pcs;4000
Stabilo HL-9 (Ungu Pastel) Merk Joyko;Pcs;4000
Stabilo Kuning Merk Boss;Pcs;10000
Stabilo Merah Merk Boss;Pcs;10000
Stabilo Orange Merk Boss;Pcs;10000
Stabilo Pink Merk Boss;Pcs;10000
Stabilo Ungu Merk Boss;Pcs;10000
Stample Angka N-38 Merk Kenko;Pcs;10000
Stample Angka N-8 Merk Joyko;Pcs;9500
Stample Lunas Merk Joyko;Pcs;9500
Stample Lunas S-71 Merk Joyko;Pcs;24000
Stample Paid Merk Joyko;Pcs;10000
Stample Tgl, Bln, Thn D3/ D4 - Joyko/ Kenko;Pcs;9500
Stapler HD 10  Merk Etona;Pcs;8500
Stapler HD 10 (HS 10 Y) Merk Kangaro;Pcs;15500
Stapler HD 10 D Merk Joyko;Pcs;11000
Stapler HD 10 D Merk Kenko;Pcs;11000
Stapler HD 10 D Merk Max;Pcs;45000
Stapler HD 10 Merk Joyko;Pcs;7500
Stapler HD 10 Merk Kenko;Pcs;7500
Stapler HD 10 Merk Max;Pcs;15500
Stapler HD 12A/13 Merk Joyko;Pcs;95000
Stapler HD 30 Merk Joyko;Pcs;23500
Stapler HD 50 (Aries-35) Merk Kangaro;Pcs;32000
Stapler HD 50 / HD 50 CL Merk Joyko;Pcs;19500
Stapler HD 50 Merk Kenko;Pcs;19500
Stapler HD 50 Merk Max;Pcs;65000
Stapler HD-10L Merk Kenko;Pcs;18500
Stella Botol Spray Aerosol 350ml / 400ml;Pcs;24000
Stella Freshmat Dispenser + Refill;Pcs;70000
Stella Pewangi Gantung Kamar Mandi (POCKET);Pcs;12500
Steroform 40 x 60;Pcs;5500
Sunlight 4,5 / 5 Liter;Drigen;92000
Susu Kental Manis (Putih) 370 gram Cap Enak;Kaleng;11500
Susu Kental Manis Putih 40 Gr - Frisian Flag;Pcs;1750
Tali ID Yoyo (Biru);Pcs;2000
Tali ID Yoyo (Hijau);Pcs;2000
Tali ID Yoyo (Hitam);Pcs;2000
Tali ID Yoyo (Kuning);Pcs;2000
Tali ID Yoyo (Merah);Pcs;2000
Tali Rapiah Besar - Swan;Pcs;15000
Tatakan Cutter A1 1009 (90 x 60 x 0,3 Cm) Merk SDI;Pcs;265000
Tatakan Mouse RP01/ RP05-S - Robot;Pcs;9500
Teh Cap Botol Hijau 40 Gr;Pcs;5500
Teh Celup Poci @25;Pak;8500
Teh Celup Sariwangi @ 100 pcs;Pak;23500
Teh Celup Sariwangi @ 25pcs;Pak;6500
Teh Celup Sariwangi @ 50pcs;Pak;14500
Teh Tong Tji  @25;Pak;14500
Teh Tong Tji @100;Pak;57500
Tempat CD Kertas @100;Pak;25000
Tempat Pensil Keranjang DS-16 / DS-17 - Joyko;Pcs;12500
Tempat Pensil Keranjang E 9172 Deli;Pcs;13500
Tempat Sampah + Pedal 10 Liter SIP 840 S  - Shinpo;Pcs;84000
Tempat Sampah + Pedal 50 Liter SIP 750AB - Shinpo;Pcs;136000
Tempat Sampah 10 Liter SIP 820 M Shinpo;Pcs;27000
Tempat Sampah 15 Liter SIP 820 L Shinpo;Pcs;38000
Tempat Tissue Kotak TR-5 Lion Star;Pcs;34000
Tinta Blue Print Canon (Black);Pcs;42500
Tinta Blue Print Canon (Cyan);Pcs;42500
Tinta Blue Print Canon (Magenta);Pcs;42500
Tinta Blue Print Canon (Yellow);Pcs;42500
Tinta Blue Print Epson (Black);Pcs;42500
Tinta Blue Print Epson (Cyan);Pcs;42500
Tinta Blue Print Epson (Magenta);Pcs;42500
Tinta Blue Print Epson (Yellow);Pcs;42500
Tinta Botol Cair 790 (Black) Canon;Pcs;122000
Tinta Botol Cair 790 (Cyan) Canon;Pcs;112000
Tinta Botol Cair 790 (Magenta) Canon;Pcs;112000
Tinta Botol Cair 790 (Yellow) Canon;Pcs;112000
Tinta Brother BT 5000 (Cyan);Pcs;105000
Tinta Brother BT 5000 (Magenta);Pcs;105000
Tinta Brother BT 5000 (Yellow);Pcs;105000
Tinta Brother BT 6000 (Black);Pcs;105000
Tinta Brother BT D100BK Black;Pcs;100000
Tinta Brother BT D100C Cyan;Pcs;100000
Tinta Brother BT D100M Magenta;Pcs;100000
Tinta Brother BT D100Y Yellow;Pcs;100000
Tinta Brother D 60 Black;Pcs;105000
Tinta Canon 2700 - Black;Pcs;365000
Tinta Canon 2700 - Cyan;Pcs;255000
Tinta Canon 2700 - Magenta;Pcs;255000
Tinta Canon 2700 - Yellow;Pcs;255000
Tinta Canon 47 (Black);Pcs;135000
Tinta Canon 71 (135ml) Black;Pcs;136000
Tinta Canon 71 (70ml) Cyan;Pcs;117000
Tinta Canon 71 (70ml) Magenta;Pcs;117000
Tinta Canon 71 (70ml) Yellow;Pcs;117000
Tinta Canon 751 (Cyan);Pcs;220000
Tinta Canon 751 (Yellow);Pcs;220000
Tinta Canon CL 811 Colour;Pcs;291000
Tinta Canon PG 810 Black;Pcs;236500
Tinta Data Print DP 27 HP Hitam;Pcs;33000
Tinta Data Print DP 40 Canon Hitam;Pcs;32500
Tinta Epson 001 Black 127ml C13T03Y100;Pcs;180000
Tinta Epson 001 Cyan 70ml C13T03Y200;Pcs;120000
Tinta Epson 001 Magenta 70ml C13T03Y300;Pcs;120000
Tinta Epson 001 Yellow 70ml C13T03Y400;Pcs;120000
Tinta Epson 003 (Black);Pcs;88000
Tinta Epson 003 (Cyan);Pcs;88000
Tinta Epson 003 (Magenta);Pcs;88000
Tinta Epson 003 (Yellow);Pcs;88000
Tinta Epson 005 (Black);Pcs;156000
Tinta Epson 008 (Black);Pcs;279000
Tinta Epson 008 (Cyan);Pcs;224000
Tinta Epson 008 (Magenta);Pcs;224000
Tinta Epson 008 (Yellow);Pcs;224000
Tinta Epson 057 (Black);Pcs;204000
Tinta Epson 057 (Magenta);Pcs;204000
Tinta Epson Botol T 6733 (Magenta);Pcs;142000
Tinta Epson Botol T 6734 (Yellow);Pcs;142000
Tinta Epson Botol T 6735 (Light Cyan);Pcs;142000
Tinta Epson Botol T 6736 (Light Magenta);Pcs;142000
Tinta Epson L 100 (6641) Black;Pcs;88000
Tinta Epson L 100 (6642) Cyan;Pcs;88000
Tinta Epson L 100 (6643) Magenta;Pcs;88000
Tinta Epson L 100 (6644) Yellow;Pcs;88000
Tinta Epson T 7741 (Black);Pcs;195000
Tinta HP 678 (Black);Pcs;172000
Tinta HP 678 (Colour);Pcs;172000
Tinta HP 680 Black;Pcs;159000
Tinta HP 680 Colour;Pcs;159000
Tinta HP 682 Black;Pcs;167000
Tinta HP 682 Colour;Pcs;167000
Tinta HP 704 (Black);Pcs;162000
Tinta HP 704 (Colour);Pcs;162000
Tinta HP 802 (Black);Pcs;156000
Tinta HP 802 (Colour);Pcs;248000
Tinta HP 803 (Black);Pcs;177000
Tinta HP 803 (Colour);Pcs;280000
Tinta HP 955 XL (Black);Pcs;755000
Tinta HP GT 52 (Cyan);Pcs;90000
Tinta HP GT 52 (Magenta);Pcs;90000
Tinta HP GT 52 (Yellow);Pcs;90000
Tinta HP GT 53 (Black);Pcs;95000
Tinta HP GT 53 XL (Black);Pcs;115000
Tinta Lion Metal (Biru);Pcs;38000
Tinta Lion Metal (Hitam);Pcs;38000
Tinta Lion Metal (Merah);Pcs;38000
Tinta Literan U/ Epson (Black) - Lorean;Pcs;127000
Tinta Literan U/ Epson (Cyan) - Lorean;Pcs;127000
Tinta Literan U/ Epson (Magenta) - Lorean;Pcs;127000
Tinta Literan U/ Epson (Yellow) - Lorean;Pcs;127000
Tinta Price Labelier (18mm) 2Line Mx 6600;Pcs;5000
Tinta Price Labelier (20mm) 1Line Mx 5500;Pcs;5000
Tinta Shiny S-61 Hitam;Pcs;60000
Tinta Shiny S-62 Merah;Pcs;61000
Tinta Shiny S-63 Biru;Pcs;62000
Tinta Shiny S-65 Hijau;Pcs;60000
Tinta Stample (Biru) Merk Joyko;Pcs;5500
Tinta Stample (Hijau) Merk Joyko;Pcs;5500
Tinta Stample (Hitam) Merk Joyko;Pcs;5500
Tinta Stample (Merah) Merk Joyko;Pcs;5500
Tinta Stample (Ungu) Merk Joyko;Pcs;5500
Tinta Stample 801 Colop Hijau 25 Ml;Pcs;62500
Tinta Stample Biru - Yamura;Pcs;10500
Tinta Stample Biru Merk Artline;Pcs;23000
Tinta Stample Biru Merk Pyramid;Pcs;6500
Tinta Stample Hijau - Yamura;Pcs;10500
Tinta Stample Hijau Merk Artline;Pcs;23000
Tinta Stample Hijau Merk Pyramid;Pcs;6500
Tinta Stample Hitam Merk Artline;Pcs;23000
Tinta Stample Hitam Merk Pyramid;Pcs;6500
